ICOUNT,ID_MT,ENTIDAD,ID_TRAMO,TIPO_CALZ,PR,Latitud,Longitud,Clasificacion,Municipio,Departamento,divipola
13,,INVIAS-OTROS,,,63,9.468942,-73.880506,Bajo,ASTREA,CESAR,20032
3,,INVIAS-OTROS,,,6,9.594841,-73.878422,Muy Bajo,ASTREA,CESAR,20032
8,,INVIAS-OTROS,,,29,9.239931,-73.876834,Bajo,CHIMICHAGUA,CESAR,20175
6,,INVIAS-OTROS,,,47,9.341898,-73.874989,Muy Bajo,CHIMICHAGUA,CESAR,20175
9,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,84,9.94958,-73.87064,Bajo,BOSCONIA,CESAR,20060
5,,INVIAS-OTROS,Americas_Tramo7_TamalaElBanco,Sencilla,11,8.979487,-73.86723,Muy Bajo,EL BANCO,MAGDALENA,47245
7,,INVIAS-OTROS,,,31,9.248944,-73.863774,Bajo,CHIMICHAGUA,CESAR,20175
7,1G003,ANI,SMartaP_Tramo_1SMartaRioPal,Doble,38,11.271818,-73.862509,Bajo,SANTA MARTA,MAGDALENA,47001
5,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,84,9.935915,-73.861668,Muy Bajo,BOSCONIA,CESAR,20060
8,,INVIAS-OTROS,Americas_Tramo7_TamalaElBanco,Sencilla,20,8.912653,-73.856243,Bajo,TAMALAMEQUE,CESAR,20787
3,,INVIAS-OTROS,,,8,9.607716,-73.855934,Muy Bajo,ASTREA,CESAR,20032
4,,INVIAS-OTROS,Americas_Tramo7_TamalaElBanco,Sencilla,13,8.973427,-73.855419,Muy Bajo,EL BANCO,MAGDALENA,47245
9,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,30,9.991341,-73.855019,Bajo,BOSCONIA,CESAR,20060
3,,INVIAS-OTROS,Americas_Tramo7_TamalaElBanco,Sencilla,18,8.93157,-73.854733,Muy Bajo,TAMALAMEQUE,CESAR,20787
3,,INVIAS-OTROS,,,41,9.307738,-73.852101,Muy Bajo,CHIMICHAGUA,CESAR,20175
7,,INVIAS-OTROS,,,33,9.259479,-73.851113,Bajo,CHIMICHAGUA,CESAR,20175
4,,INVIAS-OTROS,Americas_Tramo7_TamalaElBanco,Sencilla,17,8.943901,-73.849325,Muy Bajo,TAMALAMEQUE,CESAR,20787
3,,INVIAS-OTROS,,,37,9.279928,-73.847637,Muy Bajo,CHIMICHAGUA,CESAR,20175
5,1G003,ANI,SMartaP_Tramo_1SMartaRioPal,Doble,40,11.258004,-73.847394,Muy Bajo,SANTA MARTA,MAGDALENA,47001
5,,INVIAS-OTROS,Americas_Tramo7_TamalaElBanco,Sencilla,15,8.957926,-73.845532,Muy Bajo,TAMALAMEQUE,CESAR,20787
2,,INVIAS-OTROS,RutaSol2_Tramo_PtoAraLiza,Doble,101,6.753674,-73.845463,Muy Bajo,SIMACOTA,SANTANDER,68745
7,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,80,9.907823,-73.843403,Bajo,BOSCONIA,CESAR,20060
2,,INVIAS-OTROS,Americas_Tramo7_TamalaElBanco,Sencilla,23,8.890686,-73.842545,Muy Bajo,TAMALAMEQUE,CESAR,20787
10,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,32,9.993267,-73.841286,Bajo,BOSCONIA,CESAR,20060
5,,INVIAS-OTROS,,,37,9.267054,-73.840588,Muy Bajo,CHIMICHAGUA,CESAR,20175
3,,INVIAS-OTROS,Americas_Tramo7_TamalaElBanco,Sencilla,25,8.879357,-73.831816,Muy Bajo,TAMALAMEQUE,CESAR,20787
6,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,76,9.888039,-73.830242,Muy Bajo,BOSCONIA,CESAR,20060
7,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,32,10.000465,-73.829523,Bajo,BOSCONIA,CESAR,20060
3,,INVIAS-OTROS,,,12,9.62647,-73.82186,Muy Bajo,ASTREA,CESAR,20032
3,4G023,ANI,BBY_Tramo_22ElRetenLaVirgen,Sencilla,4,7.043524,-73.818913,Muy Bajo,BARRANCABERMEJA,SANTANDER,68081
2,,INVIAS-OTROS,Americas_Tramo7_TamalaElBanco,Sencilla,27,8.869658,-73.81834,Muy Bajo,TAMALAMEQUE,CESAR,20787
11,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,34,10.008855,-73.816278,Bajo,BOSCONIA,CESAR,20060
3,1G003,ANI,SMartaP_Tramo_1SMartaRioPal,Doble,44,11.248942,-73.80827,Muy Bajo,SANTA MARTA,MAGDALENA,47001
12,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,72,9.850031,-73.805275,Bajo,BOSCONIA,CESAR,20060
5,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,36,10.016064,-73.80526,Muy Bajo,BOSCONIA,CESAR,20060
9,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,38,10.032077,-73.798428,Bajo,BOSCONIA,CESAR,20060
2,,INVIAS-OTROS,,,29,8.869658,-73.798256,Muy Bajo,TAMALAMEQUE,CESAR,20787
8,4G023,ANI,BBY_Tramo_22ElRetenLaVirgen,Sencilla,6,7.047472,-73.796797,Bajo,BARRANCABERMEJA,SANTANDER,68081
7,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,70,9.832899,-73.793915,Bajo,BOSCONIA,CESAR,20060
2,,INVIAS-OTROS,,,16,9.641791,-73.793793,Muy Bajo,EL PASO,CESAR,20250
17,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,40,10.047364,-73.790396,Medio,VALLEDUPAR,CESAR,20001
3,,INVIAS-OTROS,Zipaq_Tramo_1ZipaPteOtero,Sencilla,57,5.656457,-73.788986,Muy Bajo,SABOYÁ,BOYACÁ,15632
5,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,68,9.820876,-73.783622,Muy Bajo,EL PASO,CESAR,20250
6,,INVIAS-OTROS,,,32,8.87752,-73.778824,Muy Bajo,TAMALAMEQUE,CESAR,20787
10,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,42,10.058524,-73.778154,Bajo,VALLEDUPAR,CESAR,20001
3,,INVIAS-OTROS,,,18,9.651404,-73.777599,Muy Bajo,EL PASO,CESAR,20250
17,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,44,10.070081,-73.770747,Medio,VALLEDUPAR,CESAR,20001
9,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,66,9.806665,-73.770484,Bajo,EL PASO,CESAR,20250
4,,INVIAS-OTROS,,,20,9.661102,-73.765183,Muy Bajo,EL PASO,CESAR,20250
8,4G023,ANI,BBY_Tramo_23LaVirgenLaLizama,Doble,12,7.047547,-73.75454,Bajo,BARRANCABERMEJA,SANTANDER,68081
5,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,46,10.075716,-73.754482,Muy Bajo,VALLEDUPAR,CESAR,20001
7,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,62,9.78894,-73.754311,Bajo,EL PASO,CESAR,20250
8,1G003,ANI,,,50,11.249622,-73.752846,Bajo,SANTA MARTA,MAGDALENA,47001
3,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,62,9.778948,-73.745327,Muy Bajo,EL PASO,CESAR,20250
4,,INVIAS-OTROS,,,35,8.877154,-73.744068,Muy Bajo,TAMALAMEQUE,CESAR,20787
5,1G003,ANI,,,52,11.246309,-73.737042,Muy Bajo,SANTA MARTA,MAGDALENA,47001
6,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,60,9.767819,-73.735314,Muy Bajo,EL PASO,CESAR,20250
6,,INVIAS-OTROS,,,28,9.706736,-73.732681,Muy Bajo,EL PASO,CESAR,20250
9,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,50,10.092735,-73.729324,Bajo,VALLEDUPAR,CESAR,20001
6,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,58,9.756832,-73.725128,Muy Bajo,EL PASO,CESAR,20250
6,1G003,ANI,,,54,11.242941,-73.722596,Muy Bajo,SANTA MARTA,MAGDALENA,47001
7,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,50,10.099508,-73.719601,Bajo,VALLEDUPAR,CESAR,20001
6,,INVIAS-OTROS,,,39,8.876438,-73.716331,Muy Bajo,TAMALAMEQUE,CESAR,20787
3,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,30,9.733629,-73.714771,Muy Bajo,EL PASO,CESAR,20250
4,3G001,ANI,Briceno_Tramo_6SisgaChoconta,Doble,1,5.098772,-73.711138,Muy Bajo,CHOCONTÁ,CUNDINAMARCA,25183
3,1G003,ANI,,,56,11.240702,-73.707676,Muy Bajo,SANTA MARTA,MAGDALENA,47001
4,4G023,ANI,BBY_Tramo_23LaVirgenLaLizama,Doble,20,7.089916,-73.707104,Muy Bajo,BARRANCABERMEJA,SANTANDER,68081
9,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,52,10.106857,-73.706145,Bajo,VALLEDUPAR,CESAR,20001
2,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,54,9.728565,-73.700409,Muy Bajo,EL PASO,CESAR,20250
2,4G023,ANI,BBY_Tramo_23LaVirgenLaLizama,Doble,22,7.099743,-73.691654,Muy Bajo,BARRANCABERMEJA,SANTANDER,68081
11,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,54,10.11574,-73.690767,Bajo,VALLEDUPAR,CESAR,20001
3,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,52,9.713259,-73.690167,Muy Bajo,EL PASO,CESAR,20250
4,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,21,8.784728,-73.6835,Muy Bajo,PELAYA,CESAR,20550
14,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,19,8.764382,-73.68346,Bajo,PELAYA,CESAR,20550
3,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,17,8.747492,-73.681469,Muy Bajo,PELAYA,CESAR,20550
4,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,23,8.798075,-73.681011,Muy Bajo,PELAYA,CESAR,20550
4,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,50,9.698739,-73.680411,Muy Bajo,EL PASO,CESAR,20250
9,4G023,ANI,BBY_Tramo_23LaVirgenLaLizama,Doble,22,7.10351,-73.679295,Bajo,BARRANCABERMEJA,SANTANDER,68081
3,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,25,8.814769,-73.678093,Muy Bajo,PELAYA,CESAR,20550
5,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,15,8.730383,-73.676548,Muy Bajo,PELAYA,CESAR,20550
8,1G003,ANI,,,60,11.24485,-73.673687,Bajo,SANTA MARTA,MAGDALENA,47001
2,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,48,9.687281,-73.672772,Muy Bajo,EL PASO,CESAR,20250
4,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,56,10.125618,-73.672514,Muy Bajo,VALLEDUPAR,CESAR,20001
3,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,13,8.710184,-73.672428,Muy Bajo,PELAYA,CESAR,20550
4,,INVIAS-OTROS,,,31,8.875866,-73.67054,Muy Bajo,PAILITAS,CESAR,20517
3,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,46,9.675036,-73.664417,Muy Bajo,EL PASO,CESAR,20250
8,4G023,ANI,BBY_Tramo_23LaVirgenLaLizama,Doble,24,7.106438,-73.663373,Bajo,BARRANCABERMEJA,SANTANDER,68081
2,,INVIAS-OTROS,RutaSol2_Tramo_PtoAraLiza,Doble,141,7.047301,-73.657494,Muy Bajo,BARRANCABERMEJA,SANTANDER,68081
6,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,59,10.13639,-73.657065,Muy Bajo,VALLEDUPAR,CESAR,20001
8,1G003,ANI,SMartaP_Tramo_1SMartaRioPal,Doble,62,11.252918,-73.655892,Bajo,SANTA MARTA,MAGDALENA,47001
2,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,44,9.656897,-73.652172,Muy Bajo,EL PASO,CESAR,20250
4,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,57,9.098783,-73.649769,Muy Bajo,CURUMANÍ,CESAR,20228
6,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,5,8.658772,-73.64954,Muy Bajo,PELAYA,CESAR,20550
2,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,61,9.129896,-73.649082,Muy Bajo,CURUMANÍ,CESAR,20228
7,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,53,9.062262,-73.646826,Bajo,CHIMICHAGUA,CESAR,20175
10,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,51,9.04645,-73.641873,Bajo,CHIMICHAGUA,CESAR,20175
3,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,90,8.512831,-73.639813,Muy Bajo,LA GLORIA,CESAR,20383
3,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,92,8.527765,-73.639241,Muy Bajo,LA GLORIA,CESAR,20383
3,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,92,8.544131,-73.638668,Muy Bajo,LA GLORIA,CESAR,20383
2,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,3,8.640662,-73.638439,Muy Bajo,LA GLORIA,CESAR,20383
4,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,94,8.559208,-73.637924,Muy Bajo,LA GLORIA,CESAR,20383
9,4G023,ANI,BBY_Tramo_23LaVirgenLaLizama,Doble,28,7.113962,-73.637753,Bajo,BARRANCABERMEJA,SANTANDER,68081
3,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,96,8.580752,-73.637181,Muy Bajo,LA GLORIA,CESAR,20383
3,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,86,8.482619,-73.636723,Muy Bajo,AGUACHICA,CESAR,20011
8,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,1,8.626046,-73.636404,Bajo,LA GLORIA,CESAR,20383
2,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,98,8.59603,-73.636208,Muy Bajo,LA GLORIA,CESAR,20383
7,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,49,9.022711,-73.634714,Bajo,PAILITAS,CESAR,20517
13,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,85,8.468076,-73.633501,Bajo,AGUACHICA,CESAR,20011
2,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,63,9.14217,-73.633461,Muy Bajo,CURUMANÍ,CESAR,20228
10,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,47,9.001222,-73.62947,Bajo,PAILITAS,CESAR,20517
3,3G012,ANI,RutaSol3_Tramo2_LaLomaBosconia,Doble,40,9.62205,-73.628369,Muy Bajo,EL PASO,CESAR,20250
3,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,43,8.973513,-73.62814,Muy Bajo,PAILITAS,CESAR,20517
6,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,81,8.445196,-73.628025,Muy Bajo,AGUACHICA,CESAR,20011
3,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,62,10.156431,-73.626538,Muy Bajo,VALLEDUPAR,CESAR,20001
6,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,79,8.426199,-73.623448,Muy Bajo,AGUACHICA,CESAR,20011
8,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,77,8.410571,-73.6196,Bajo,AGUACHICA,CESAR,20011
4,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,75,8.393383,-73.615179,Muy Bajo,AGUACHICA,CESAR,20011
10,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,73,8.371231,-73.606788,Bajo,AGUACHICA,CESAR,20011
8,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,1,8.263622,-73.603649,Bajo,AGUACHICA,CESAR,20011
7,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,57,8.238673,-73.603535,Bajo,AGUACHICA,CESAR,20011
3,1G003,ANI,SMartaP_Tramo_1SMartaRioPal,Doble,68,11.260786,-73.602619,Muy Bajo,SANTA MARTA,MAGDALENA,47001
3,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,57,8.223696,-73.602505,Muy Bajo,AGUACHICA,CESAR,20011
6,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,36,9.598131,-73.602047,Muy Bajo,EL PASO,CESAR,20250
2,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,63,8.28455,-73.601189,Muy Bajo,AGUACHICA,CESAR,20011
4,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,67,10.1752,-73.599243,Muy Bajo,VALLEDUPAR,CESAR,20001
2,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,34,9.582224,-73.593807,Muy Bajo,CHIRIGUANÁ,CESAR,20178
2,,INVIAS-OTROS,RutaSol2_Tramo_AguaMata,Doble,67,8.326607,-73.590889,Muy Bajo,AGUACHICA,CESAR,20011
2,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,71,9.180451,-73.590203,Muy Bajo,CURUMANÍ,CESAR,20228
7,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,32,9.565552,-73.588815,Bajo,CHIRIGUANÁ,CESAR,20178
4,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,30,9.54742,-73.583508,Muy Bajo,CHIRIGUANÁ,CESAR,20178
9,1G003,ANI,SMartaP_Tramo_1SMartaRioPal,Doble,70,11.256266,-73.582192,Bajo,SANTA MARTA,MAGDALENA,47001
2,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,45,8.130999,-73.580761,Muy Bajo,RIO DE ORO,CESAR,20614
4,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,28,9.527979,-73.577757,Muy Bajo,CHIRIGUANÁ,CESAR,20178
9,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,69,10.192766,-73.576784,Bajo,VALLEDUPAR,CESAR,20001
3,,INVIAS-OTROS,RutaSol2_Tramo_LizaSanAlb,Doble,56,7.558565,-73.573551,Muy Bajo,SABANA DE TORRES,SANTANDER,68655
4,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,26,9.509654,-73.57235,Muy Bajo,CHIRIGUANÁ,CESAR,20178
2,,INVIAS-OTROS,RutaSol2_Tramo_LizaSanAlb,Doble,54,7.543917,-73.572178,Muy Bajo,SABANA DE TORRES,SANTANDER,68655
2,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,41,8.110056,-73.569431,Muy Bajo,RIO DE ORO,CESAR,20614
2,,INVIAS-OTROS,,,37,5.619335,-73.568402,Muy Bajo,SÁCHICA,BOYACÁ,15638
2,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,24,9.495707,-73.568402,Muy Bajo,CHIRIGUANÁ,CESAR,20178
3,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,22,9.480257,-73.563709,Muy Bajo,CHIRIGUANÁ,CESAR,20178
8,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,71,10.198896,-73.560848,Bajo,VALLEDUPAR,CESAR,20001
2,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,20,9.467211,-73.55999,Muy Bajo,CHIRIGUANÁ,CESAR,20178
3,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,20,9.454451,-73.556156,Muy Bajo,CHIRIGUANÁ,CESAR,20178
3,,INVIAS-OTROS,RutaSol2_Tramo_LizaSanAlb,Doble,50,7.507754,-73.555813,Muy Bajo,SABANA DE TORRES,SANTANDER,68655
4,,INVIAS-OTROS,RutaSol2_Tramo_LizaSanAlb,Doble,48,7.488599,-73.553896,Muy Bajo,SABANA DE TORRES,SANTANDER,68655
2,,INVIAS-OTROS,RutaSol2_Tramo_LizaSanAlb,Doble,46,7.464094,-73.552094,Muy Bajo,SABANA DE TORRES,SANTANDER,68655
11,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,73,10.203931,-73.547811,Bajo,VALLEDUPAR,CESAR,20001
6,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,16,9.420576,-73.547116,Muy Bajo,CHIRIGUANÁ,CESAR,20178
4,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,35,8.062592,-73.544483,Muy Bajo,SAN MARTÍN,CESAR,20770
5,,INVIAS-OTROS,RutaSol2_Tramo_LizaSanAlb,Doble,42,7.44377,-73.5443,Muy Bajo,SABANA DE TORRES,SANTANDER,68655
2,,INVIAS-OTROS,RutaSol2_Tramo_LizaSanAlb,Doble,40,7.427702,-73.542824,Muy Bajo,SABANA DE TORRES,SANTANDER,68655
3,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,14,9.401808,-73.541966,Muy Bajo,CHIRIGUANÁ,CESAR,20178
7,4G023,ANI,BBY_Tramo_31LaFortunaPteLaPaz,Doble,3,7.13641,-73.537897,Bajo,SAN VICENTE DE CHUCURÍ,SANTANDER,68689
3,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,12,9.385414,-73.537073,Muy Bajo,CHIRIGUANÁ,CESAR,20178
5,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,75,10.209303,-73.533245,Muy Bajo,VALLEDUPAR,CESAR,20001
5,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,8,9.357588,-73.528851,Muy Bajo,CHIRIGUANÁ,CESAR,20178
12,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,6,9.346494,-73.525533,Bajo,CHIRIGUANÁ,CESAR,20178
15,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,6,9.333165,-73.521524,Medio,CHIRIGUANÁ,CESAR,20178
4,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,31,8.018418,-73.521137,Muy Bajo,SAN MARTÍN,CESAR,20770
2,,INVIAS-OTROS,,,70,7.674465,-73.519821,Muy Bajo,LA ESPERANZA,NORTE DE SANTANDER,54385
2,4G020,ANI,Villavicencio_Tramo_UF124,Doble,21,4.269648,-73.519478,Muy Bajo,RESTREPO,META,50606
4,4G023,ANI,BBY_Tramo_31LaFortunaPteLaPaz,Doble,5,7.129183,-73.519392,Muy Bajo,SAN VICENTE DE CHUCURÍ,SANTANDER,68689
19,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,77,10.212324,-73.517016,Medio,VALLEDUPAR,CESAR,20001
3,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,4,9.316607,-73.516445,Muy Bajo,CURUMANÍ,CESAR,20228
2,,INVIAS-OTROS,RutaSol2_Tramo_MataSanR,Doble,81,9.23358,-73.516045,Muy Bajo,CURUMANÍ,CESAR,20228
3,1G003,ANI,,,5,11.241903,-73.51347,Muy Bajo,DIBULLA,LA GUAJIRA,44090
7,3G012,ANI,RutaSol3_Tramo1_SanRoqueLaLoma,Doble,2,9.301987,-73.513112,Bajo,CURUMANÍ,CESAR,20228
4,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,27,7.985831,-73.504372,Muy Bajo,SAN MARTÍN,CESAR,20770
2,,INVIAS-OTROS,,,22,5.821123,-73.504028,Muy Bajo,MONIQUIRÁ,BOYACÁ,15469
2,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,79,10.219689,-73.501282,Muy Bajo,VALLEDUPAR,CESAR,20001
12,4G023,ANI,BBY_Tramo_31LaFortunaPteLaPaz,Doble,7,7.131915,-73.499651,Bajo,BETULIA,SANTANDER,68092
3,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,81,10.230418,-73.480625,Muy Bajo,VALLEDUPAR,CESAR,20001
7,4G023,ANI,BBY_Tramo_31LaFortunaPteLaPaz,Doble,9,7.130581,-73.476832,Bajo,BETULIA,SANTANDER,68092
6,1G003,ANI,,,12,11.216412,-73.475418,Muy Bajo,DIBULLA,LA GUAJIRA,44090
2,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,19,7.924919,-73.472614,Muy Bajo,SAN MARTÍN,CESAR,20770
11,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,83,10.23485,-73.4692,Bajo,VALLEDUPAR,CESAR,20001
2,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,17,7.90844,-73.464375,Muy Bajo,SAN MARTÍN,CESAR,20770
3,4G020,ANI,Villavicencio_Tramo_UF125,Sencilla,29,4.261751,-73.45808,Muy Bajo,CUMARAL,META,50226
10,4G023,ANI,BBY_Tramo_31LaFortunaPteLaPaz,Doble,13,7.125721,-73.457328,Bajo,BETULIA,SANTANDER,68092
5,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,85,10.243223,-73.45689,Muy Bajo,VALLEDUPAR,CESAR,20001
2,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,13,7.883034,-73.451157,Muy Bajo,SAN ALBERTO,CESAR,20710
14,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,85,10.250134,-73.444634,Bajo,VALLEDUPAR,CESAR,20001
6,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,13,7.869959,-73.444462,Muy Bajo,SAN ALBERTO,CESAR,20710
2,1G003,ANI,,,16,11.20554,-73.438797,Muy Bajo,DIBULLA,LA GUAJIRA,44090
11,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,9,7.851866,-73.435272,Bajo,SAN ALBERTO,CESAR,20710
2,4G012,ANI,MVM2_Tramo_UF6,Sencilla,21,4.059964,-73.434677,Muy Bajo,VILLAVICENCIO,META,50001
2,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,87,10.259686,-73.430729,Muy Bajo,VALLEDUPAR,CESAR,20001
5,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,7,7.829836,-73.424137,Muy Bajo,SAN ALBERTO,CESAR,20710
3,4G023,ANI,BBY_Tramo_32PteLaPazCapitanc,Sencilla,17,7.106953,-73.420773,Muy Bajo,BETULIA,SANTANDER,68092
5,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,5,7.814133,-73.416438,Muy Bajo,SAN ALBERTO,CESAR,20710
13,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,89,10.269066,-73.416436,Bajo,VALLEDUPAR,CESAR,20001
2,4G020,ANI,Villavicencio_Tramo_UF2,Sencilla,34,4.290161,-73.415966,Muy Bajo,CUMARAL,META,50226
2,4G012,ANI,MVM2_Tramo_UF6,Sencilla,24,4.062538,-73.409958,Muy Bajo,VILLAVICENCIO,META,50001
3,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,3,7.796717,-73.40807,Muy Bajo,SAN ALBERTO,CESAR,20710
2,4G020,ANI,Villavicencio_Tramo_UF2,Sencilla,38,4.323635,-73.404808,Muy Bajo,PARATEBUENO,CUNDINAMARCA,25530
